significantWaveHeight,peakPeriod,meanPeriod,peakDirection,peakDirectionalSpread,meanDirection,meanDirectionalSpread,timestamp,latitude,longitude
0.11,25.6,12.88,144.823,72.541,149.797,74.636,2022-04-11T01:40:25.000Z,22.30463,39.1036
0.06,25.6,7.94,251.413,76.161,270.0,79.912,2022-04-11T02:40:25.000Z,22.30465,39.10357
0.06,25.6,9.48,52.253,79.461,58.392,79.81,2022-04-11T03:10:25.000Z,22.30467,39.10357
0.05,25.6,8.72,138.879,77.646,198.435,80.4,2022-04-11T03:40:25.000Z,22.30467,39.10357
0.02,25.6,3.78,36.293,77.82,64.654,79.346,2022-04-11T04:10:25.000Z,22.30467,39.10358
0.06,25.6,8.58,195.524,74.071,206.917,78.088,2022-04-11T04:40:25.000Z,22.30465,39.10357
0.09,25.6,11.14,191.364,72.32,190.84,77.145,2022-04-11T05:10:25.000Z,22.30465,39.10357
0.02,25.6,6.38,203.649,74.119,216.747,77.233,2022-04-11T05:40:25.000Z,22.30465,39.1036
0.01,25.6,4.62,7.907,78.097,14.036,80.537,2022-04-11T06:10:25.000Z,22.30465,39.1036
0.01,25.6,2.4,116.35,76.153,130.914,79.441,2022-04-11T06:40:25.000Z,22.30465,39.10362
0.02,14.62,3.24,176.677,74.627,122.347,79.61,2022-04-11T07:10:25.000Z,22.30465,39.10362
0.04,20.48,3.02,7.431,78.224,47.726,79.243,2022-04-11T07:40:25.000Z,22.30467,39.10358
0.08,20.48,4.3,312.51,77.738,70.71,76.718,2022-04-11T08:10:25.000Z,22.30467,39.10358
0.04,1.28,1.66,183.879,76.201,191.155,78.11,2022-04-11T09:10:25.000Z,22.30468,39.10358
0.04,17.06,2.66,126.347,78.379,152.354,80.084,2022-04-11T09:40:25.000Z,22.30468,39.1036
0.05,25.6,2.42,317.968,73.066,270.0,79.59,2022-04-11T10:10:25.000Z,22.30467,39.1036
0.13,17.06,6.8,84.289,80.229,139.899,78.021,2022-04-11T11:10:25.000Z,22.30468,39.1036
0.06,20.48,3.08,247.751,80.082,146.31,80.886,2022-04-11T11:40:25.000Z,22.30468,39.1036
0.05,20.48,4.02,222.274,78.029,171.634,79.656,2022-04-11T12:10:25.000Z,22.3047,39.1036
0.05,14.62,4.68,171.469,80.224,114.538,79.0,2022-04-11T12:40:25.000Z,22.3047,39.10358
0.05,17.06,4.34,21.89,76.098,65.695,78.288,2022-04-11T13:10:25.000Z,22.3047,39.10358
0.03,25.6,2.76,57.031,77.457,90.0,79.59,2022-04-11T13:40:25.000Z,22.30472,39.10362
0.04,25.6,3.48,125.253,71.165,111.337,78.26,2022-04-11T14:10:25.000Z,22.3047,39.10362
0.03,25.6,3.82,262.02,76.63,225.0,79.159,2022-04-11T14:40:25.000Z,22.30472,39.10358
0.04,25.6,4.84,1.273,75.492,31.329,79.955,2022-04-11T15:10:25.000Z,22.30472,39.10358
0.02,25.6,4.9,145.408,76.729,142.595,77.564,2022-04-11T15:40:25.000Z,22.30472,39.10357
0.05,17.06,4.92,5.466,72.237,16.639,77.349,2022-04-11T16:10:25.000Z,22.30472,39.10357
0.05,25.6,3.58,342.759,77.337,67.891,79.649,2022-04-11T16:40:25.000Z,22.3047,39.10358
0.03,20.48,3.9,117.013,78.729,104.47,79.75,2022-04-11T17:10:25.000Z,22.30472,39.10362
0.01,20.48,3.7,7.023,75.321,53.366,79.08,2022-04-11T18:10:25.000Z,22.3047,39.10358
0.01,17.06,2.34,316.521,77.799,21.801,78.867,2022-04-11T18:40:25.000Z,22.3047,39.10357
0.06,20.48,9.14,250.278,78.767,141.52,76.981,2022-04-11T19:40:25.000Z,22.3047,39.10357
0.02,17.06,3.74,249.179,77.962,296.565,80.762,2022-04-11T20:10:25.000Z,22.3047,39.10357
0.04,25.6,5.88,145.098,74.539,125.838,79.25,2022-04-11T21:10:25.000Z,22.3047,39.10357
0.02,20.48,2.98,14.744,77.854,18.435,80.147,2022-04-11T22:10:25.000Z,22.30468,39.10357
0.05,20.48,7.62,230.839,70.426,212.437,75.842,2022-04-11T22:40:25.000Z,22.3047,39.10357
0.07,25.6,10.24,325.795,73.337,312.709,77.446,2022-04-11T23:10:25.000Z,22.30468,39.10357
0.06,25.6,10.24,157.574,75.437,190.784,80.177,2022-04-11T23:40:25.000Z,22.30472,39.1036
0.06,25.6,10.12,354.644,79.745,22.62,79.992,2022-04-12T00:10:25.000Z,22.30467,39.10358
0.07,25.6,11.32,287.771,77.717,282.529,78.431,2022-04-12T00:40:25.000Z,22.30465,39.10358
0.07,25.6,10.9,179.221,74.981,162.759,77.337,2022-04-12T01:10:25.000Z,22.30467,39.10358
0.09,20.48,11.0,151.41,71.441,154.312,77.479,2022-04-12T01:40:25.000Z,22.30458,39.10362
0.12,25.6,13.18,166.373,79.672,161.4,76.559,2022-04-12T02:10:25.000Z,22.30463,39.1036
0.06,25.6,9.76,337.855,73.306,357.614,78.122,2022-04-12T02:40:25.000Z,22.30465,39.10358
0.07,25.6,9.44,343.824,75.433,338.962,79.356,2022-04-12T03:10:25.000Z,22.30465,39.10358
0.04,25.6,8.42,220.101,80.039,311.055,79.384,2022-04-12T04:10:25.000Z,22.30467,39.10357
0.06,25.6,9.74,305.838,74.62,295.677,78.71,2022-04-12T04:40:25.000Z,22.30465,39.10357
0.08,25.6,11.04,93.674,76.581,41.285,78.838,2022-04-12T05:10:25.000Z,22.30465,39.10357
0.02,25.6,9.82,193.026,75.385,175.236,80.55,2022-04-12T05:40:25.000Z,22.30467,39.1036
0.0,25.6,2.82,119.745,77.77,83.83,79.541,2022-04-12T06:10:25.000Z,22.30467,39.1036
0.02,20.48,3.82,165.719,76.401,111.038,80.475,2022-04-12T06:40:25.000Z,22.30465,39.1036
0.01,25.6,3.1,40.486,76.64,63.435,80.048,2022-04-12T07:10:25.000Z,22.30465,39.1036
0.03,25.6,6.4,8.797,77.589,63.435,79.328,2022-04-12T07:40:25.000Z,22.30465,39.10358
0.09,17.06,8.22,214.992,77.571,104.207,77.734,2022-04-12T08:10:25.000Z,22.30468,39.10358
0.03,2.76,2.76,67.443,72.183,124.624,78.981,2022-04-12T09:10:25.000Z,22.30467,39.10358
0.01,17.06,2.28,330.408,77.251,235.713,79.967,2022-04-12T09:40:25.000Z,22.30468,39.10358
0.07,8.52,3.68,13.134,79.799,164.32,78.649,2022-04-12T11:10:25.000Z,22.3046,39.10355
0.09,17.06,7.08,29.407,78.488,109.799,78.896,2022-04-12T11:40:25.000Z,22.3047,39.10355
0.08,20.48,5.98,176.236,77.954,159.775,79.408,2022-04-12T12:10:25.000Z,22.3047,39.10355
0.03,1.34,1.86,172.714,71.754,152.819,79.364,2022-04-12T12:40:25.000Z,22.30468,39.10358
0.04,1.36,2.0,119.296,70.28,119.932,77.954,2022-04-12T13:10:25.000Z,22.30468,39.10355
0.04,25.6,2.26,345.677,79.084,80.311,79.364,2022-04-12T13:40:25.000Z,22.30468,39.10357
0.03,20.48,2.2,53.746,79.541,51.843,80.32,2022-04-12T14:10:25.000Z,22.30468,39.1036
0.03,17.06,3.0,213.198,77.1,180.0,80.432,2022-04-12T14:40:25.000Z,22.3047,39.10357
0.03,14.62,2.7,346.39,72.876,34.992,80.056,2022-04-12T15:10:25.000Z,22.30468,39.10358
0.02,14.62,3.48,101.094,78.943,75.964,79.711,2022-04-12T15:40:25.000Z,22.30472,39.10355
0.01,20.48,4.3,103.371,75.9,132.879,77.943,2022-04-12T16:10:25.000Z,22.30473,39.10358
0.08,25.6,10.22,114.52,75.904,120.211,77.323,2022-04-12T17:10:25.000Z,22.30468,39.10362
0.01,14.62,4.24,123.69,74.946,78.69,80.217,2022-04-12T17:40:25.000Z,22.30468,39.1036
0.03,11.36,4.92,135.904,71.602,288.435,80.778,2022-04-12T18:40:25.000Z,22.30472,39.10357
0.02,17.06,3.46,313.435,75.729,315.0,79.673,2022-04-12T19:10:25.000Z,22.3047,39.10355
0.01,20.48,5.6,256.139,77.824,329.744,80.476,2022-04-12T20:10:25.000Z,22.3047,39.10355
0.05,20.48,7.58,309.193,66.427,308.008,74.808,2022-04-12T20:40:25.000Z,22.3047,39.10357
0.05,25.6,9.72,306.225,76.69,316.42,77.565,2022-04-12T21:10:25.000Z,22.3047,39.10358
0.04,17.06,6.88,54.162,79.25,18.97,79.677,2022-04-12T22:10:25.000Z,22.30467,39.1036
0.05,25.6,9.32,161.971,71.657,150.725,74.796,2022-04-12T22:40:25.000Z,22.3047,39.10358
0.06,25.6,9.86,131.76,74.846,121.522,77.466,2022-04-12T23:10:25.000Z,22.30468,39.10358
0.05,25.6,9.16,117.022,76.454,22.166,79.865,2022-04-12T23:40:25.000Z,22.3047,39.1036
0.03,25.6,5.0,303.254,78.086,171.87,79.9,2022-04-13T00:10:25.000Z,22.30467,39.1036
0.07,17.06,6.98,130.956,75.265,109.486,78.25,2022-04-13T00:40:25.000Z,22.30468,39.1036
0.09,25.6,10.74,164.427,75.847,156.318,78.525,2022-04-13T01:10:25.000Z,22.30468,39.1036
0.16,25.6,13.18,159.376,63.361,156.758,65.859,2022-04-13T01:40:25.000Z,22.30462,39.10363
0.11,25.6,11.4,354.976,77.326,149.982,78.943,2022-04-13T02:10:25.000Z,22.30467,39.1036
0.05,14.62,7.4,215.496,74.49,165.619,79.418,2022-04-13T02:40:25.000Z,22.30467,39.10358
0.07,25.6,9.0,280.376,75.094,273.318,78.243,2022-04-13T03:10:25.000Z,22.30467,39.10358
0.08,25.6,10.3,238.903,74.975,222.039,77.708,2022-04-13T04:40:25.000Z,22.30467,39.10357
0.09,25.6,11.96,297.801,78.527,239.036,80.099,2022-04-13T05:10:25.000Z,22.30467,39.10358
0.04,25.6,6.66,103.392,79.3,111.801,80.171,2022-04-13T05:40:25.000Z,22.30465,39.1036
0.01,25.6,3.12,30.877,71.519,32.005,77.593,2022-04-13T06:10:25.000Z,22.30467,39.1036
0.01,25.6,2.92,152.543,76.341,118.811,78.27,2022-04-13T06:40:25.000Z,22.30465,39.1036
0.04,3.64,2.9,111.686,49.138,108.252,72.767,2022-04-13T07:10:25.000Z,22.30465,39.1036
0.03,25.6,4.32,78.395,76.366,118.072,79.671,2022-04-13T07:40:25.000Z,22.30467,39.10358
0.04,25.6,6.1,229.289,76.403,187.306,79.456,2022-04-13T08:10:25.000Z,22.30467,39.10358
0.03,20.48,6.1,167.029,73.439,170.331,75.41,2022-04-13T08:40:25.000Z,22.30467,39.10355
0.04,1.28,1.94,215.232,63.65,188.746,77.84,2022-04-13T09:40:25.000Z,22.30468,39.10357
0.04,14.62,2.34,18.303,75.411,14.036,79.212,2022-04-13T10:10:25.000Z,22.30468,39.10358
0.05,25.6,3.86,289.537,78.38,276.843,80.025,2022-04-13T11:10:25.000Z,22.30465,39.10357
0.06,25.6,3.02,36.87,80.83,148.523,78.72,2022-04-13T11:40:25.000Z,22.30467,39.10357
0.06,25.6,2.38,21.801,71.027,84.958,79.665,2022-04-13T12:10:25.000Z,22.30467,39.10357
0.05,1.34,1.86,243.875,73.779,161.94,79.089,2022-04-13T12:40:25.000Z,22.30468,39.10357
0.05,25.6,2.36,34.136,78.155,122.196,79.755,2022-04-13T13:10:25.000Z,22.30468,39.10357
0.03,1.34,1.62,17.149,73.418,61.189,79.2,2022-04-13T14:10:25.000Z,22.30472,39.1036
0.05,17.06,3.28,106.227,75.299,103.671,79.506,2022-04-13T14:40:25.000Z,22.30472,39.10357
0.03,20.48,3.72,6.009,77.153,37.147,79.372,2022-04-13T15:40:25.000Z,22.30472,39.10355
0.03,25.6,3.5,175.426,77.992,145.84,79.677,2022-04-13T16:10:25.000Z,22.30472,39.10355
0.03,20.48,4.28,279.09,78.998,111.105,78.572,2022-04-13T16:40:25.000Z,22.30472,39.1036
0.05,11.36,5.22,112.62,78.942,132.614,78.292,2022-04-13T17:10:25.000Z,22.30472,39.1036
0.01,25.6,5.9,248.795,72.841,252.387,78.367,2022-04-13T17:40:25.000Z,22.30473,39.1036
0.04,20.48,8.0,72.897,74.284,75.964,78.034,2022-04-13T18:40:25.000Z,22.3047,39.10357
0.03,11.36,5.54,151.044,71.559,144.713,77.811,2022-04-13T19:10:25.000Z,22.30468,39.10357
0.01,14.62,4.08,81.327,78.629,14.47,79.75,2022-04-13T19:40:25.000Z,22.3047,39.10358
0.04,17.06,5.92,36.529,74.077,42.221,78.087,2022-04-13T20:10:25.000Z,22.3047,39.10358
0.04,14.62,6.6,313.905,76.505,329.744,77.081,2022-04-13T20:40:25.000Z,22.30467,39.1036
0.05,25.6,9.64,124.743,77.983,66.501,80.029,2022-04-13T21:10:25.000Z,22.30467,39.1036
0.05,25.6,9.96,168.288,74.099,192.407,78.975,2022-04-13T21:40:25.000Z,22.30467,39.1036
0.05,17.06,7.5,290.624,76.993,33.071,78.97,2022-04-13T22:10:25.000Z,22.30467,39.10358
0.05,20.48,8.54,277.125,77.437,250.145,79.498,2022-04-13T22:40:25.000Z,22.30468,39.1036
0.06,25.6,9.96,259.813,75.703,180.0,79.023,2022-04-13T23:10:25.000Z,22.30468,39.1036
0.06,20.48,9.96,169.695,78.327,348.69,80.42,2022-04-14T00:10:25.000Z,22.30467,39.1036
0.07,25.6,10.24,146.049,70.73,144.293,72.808,2022-04-14T00:40:25.000Z,22.30465,39.10358
0.02,20.48,5.3,176.269,77.291,180.0,79.872,2022-04-14T01:10:25.000Z,22.30463,39.10358
0.12,20.48,11.62,168.203,74.362,160.721,71.059,2022-04-14T01:40:25.000Z,22.30465,39.10362
0.1,20.48,12.12,156.801,75.404,135.674,78.612,2022-04-14T02:10:25.000Z,22.30465,39.1036
0.06,25.6,9.46,254.638,77.201,209.197,79.471,2022-04-14T02:40:25.000Z,22.30465,39.10358
0.02,17.06,5.14,217.716,77.182,260.991,77.671,2022-04-14T03:10:25.000Z,22.30465,39.10358
0.02,14.62,5.06,120.114,73.842,67.166,79.379,2022-04-14T03:40:25.000Z,22.30467,39.10358
0.08,25.6,10.9,140.44,73.599,146.459,76.683,2022-04-14T04:40:25.000Z,22.30465,39.10357
0.08,20.48,9.58,124.086,74.397,133.919,76.445,2022-04-14T05:10:25.000Z,22.30465,39.10357
0.03,25.6,4.24,327.995,76.414,321.633,78.567,2022-04-14T05:40:25.000Z,22.30467,39.10357
0.02,25.6,2.64,294.015,76.524,330.255,79.741,2022-04-14T06:10:25.000Z,22.30467,39.1036
0.03,25.6,2.8,354.987,78.73,28.811,80.119,2022-04-14T06:40:25.000Z,22.30467,39.1036
0.04,2.56,2.66,245.283,65.879,156.801,80.119,2022-04-14T07:10:25.000Z,22.30467,39.10358
0.05,3.4,3.18,81.79,36.771,96.192,72.09,2022-04-14T07:40:25.000Z,22.30468,39.10358
0.06,25.6,5.1,314.018,75.969,25.989,77.424,2022-04-14T08:10:25.000Z,22.30467,39.10358
0.03,25.6,3.56,229.185,79.869,204.444,80.549,2022-04-14T08:40:25.000Z,22.30467,39.10358
0.01,1.26,2.2,313.332,78.09,168.69,80.012,2022-04-14T09:10:25.000Z,22.30468,39.10358
0.03,3.1,2.82,151.545,65.595,112.694,78.632,2022-04-14T09:40:25.000Z,22.30468,39.10358
0.03,25.6,2.54,8.393,78.549,107.7,79.05,2022-04-14T10:10:25.000Z,22.30468,39.10358
0.03,17.06,2.36,240.945,78.122,229.554,77.789,2022-04-14T10:40:25.000Z,22.3047,39.10355
0.04,20.48,2.3,152.765,67.84,152.468,76.716,2022-04-14T11:10:25.000Z,22.3047,39.10355
0.06,20.48,2.64,92.031,75.234,98.858,77.881,2022-04-14T12:10:25.000Z,22.3047,39.10358
0.05,25.6,2.34,222.245,75.604,135.0,79.9,2022-04-14T12:40:25.000Z,22.30472,39.10355
0.04,2.92,2.54,114.261,77.883,120.203,77.898,2022-04-14T13:40:25.000Z,22.30473,39.1036
0.02,25.6,1.86,270.0,78.902,40.601,80.663,2022-04-14T14:10:25.000Z,22.3047,39.1036
0.03,25.6,2.76,102.2,76.399,90.0,80.392,2022-04-14T14:40:25.000Z,22.3047,39.10358
0.03,17.06,2.94,206.206,75.166,138.366,80.069,2022-04-14T15:40:25.000Z,22.3047,39.10358
0.04,3.1,3.54,133.591,58.556,126.347,75.637,2022-04-14T16:10:25.000Z,22.30472,39.10358
0.02,25.6,3.74,303.69,74.636,310.179,78.661,2022-04-14T16:40:25.000Z,22.30472,39.10358
0.01,25.6,4.94,1.574,73.465,7.394,75.616,2022-04-14T17:40:25.000Z,22.3047,39.10358
0.01,20.48,4.1,112.906,74.674,122.005,79.52,2022-04-14T18:10:25.000Z,22.30468,39.10358
0.04,20.48,7.82,316.409,73.878,334.722,76.152,2022-04-14T18:40:25.000Z,22.3047,39.10357
0.05,20.48,9.06,327.995,80.654,351.607,78.549,2022-04-14T19:10:25.000Z,22.3047,39.10357
0.04,25.6,8.56,47.095,76.294,53.807,78.991,2022-04-14T19:40:25.000Z,22.30468,39.10357
0.03,9.3,4.7,137.121,79.501,251.565,80.274,2022-04-14T20:10:25.000Z,22.30468,39.10355
0.02,20.48,8.08,10.713,79.523,27.979,79.58,2022-04-14T20:40:25.000Z,22.30468,39.10355
0.04,20.48,7.94,181.302,79.266,19.983,80.564,2022-04-14T21:10:25.000Z,22.30465,39.10358
0.01,25.6,6.18,94.883,72.69,80.803,76.7,2022-04-14T22:10:25.000Z,22.30468,39.10357
0.03,20.48,4.54,258.024,76.916,88.755,79.185,2022-04-14T22:40:25.000Z,22.30468,39.10358
0.02,25.6,9.0,39.611,79.524,99.462,78.831,2022-04-14T23:10:25.000Z,22.30468,39.10358
0.04,17.06,7.0,221.785,78.493,289.44,80.311,2022-04-14T23:40:25.000Z,22.3047,39.10358
0.06,20.48,8.14,155.624,72.199,154.654,77.627,2022-04-15T00:10:25.000Z,22.30467,39.1036
0.07,25.6,10.08,329.534,75.363,332.56,78.674,2022-04-15T00:40:25.000Z,22.30467,39.10358
0.05,11.36,6.58,331.189,77.328,138.447,78.665,2022-04-15T01:10:25.000Z,22.30467,39.10357
0.13,25.6,12.38,160.228,74.311,162.629,72.487,2022-04-15T01:40:25.000Z,22.30468,39.10357
0.08,25.6,10.52,182.545,77.378,158.199,79.955,2022-04-15T02:10:25.000Z,22.30467,39.10357
0.07,25.6,9.9,262.606,75.616,236.611,78.914,2022-04-15T02:40:25.000Z,22.30465,39.10357
0.02,25.6,7.1,219.855,74.861,201.073,76.262,2022-04-15T03:10:25.000Z,22.30467,39.10357
0.04,25.6,8.0,359.119,78.412,333.869,78.656,2022-04-15T03:40:25.000Z,22.30467,39.10355
0.07,25.6,9.42,262.706,75.874,226.169,78.235,2022-04-15T04:40:25.000Z,22.30467,39.10357
0.08,25.6,11.64,243.997,75.414,247.264,76.387,2022-04-15T05:10:25.000Z,22.30467,39.10358
0.03,17.06,5.34,164.055,80.159,32.276,80.134,2022-04-15T05:40:25.000Z,22.3047,39.10357
0.01,17.06,2.6,186.404,77.024,183.18,80.311,2022-04-15T06:10:25.000Z,22.3047,39.1036
0.02,25.6,3.1,182.203,73.462,180.909,78.493,2022-04-15T06:40:25.000Z,22.30467,39.1036
0.04,2.76,3.22,108.016,46.096,110.163,75.435,2022-04-15T07:10:25.000Z,22.30467,39.10357
0.02,20.48,4.62,353.29,78.27,28.496,79.436,2022-04-15T07:40:25.000Z,22.30467,39.10357
0.03,20.48,6.24,123.887,77.766,100.125,78.743,2022-04-15T08:10:25.000Z,22.30467,39.10357
0.02,11.36,2.86,67.011,78.138,112.249,80.082,2022-04-15T08:40:25.000Z,22.30468,39.10358
0.03,20.48,3.42,127.26,74.981,120.7,78.025,2022-04-15T09:10:25.000Z,22.3047,39.10358
0.02,20.48,3.36,358.862,74.808,1.123,78.982,2022-04-15T09:40:25.000Z,22.30468,39.10358
0.03,14.62,4.16,256.092,76.625,150.832,79.054,2022-04-15T10:40:25.000Z,22.30468,39.10358
0.04,20.48,3.88,220.091,71.279,195.838,75.0,2022-04-15T11:10:25.000Z,22.30468,39.1036
0.05,17.06,4.62,25.821,79.653,124.992,80.056,2022-04-15T11:40:25.000Z,22.3047,39.10358
0.05,25.6,3.5,308.956,78.598,305.538,80.344,2022-04-15T12:10:25.000Z,22.3047,39.1036
0.05,20.48,3.62,258.111,73.784,245.638,78.691,2022-04-15T12:40:25.000Z,22.30468,39.10357
0.04,25.6,3.34,121.912,70.016,113.85,76.805,2022-04-15T13:10:25.000Z,22.30468,39.10358
0.03,25.6,3.42,116.375,75.49,114.341,79.182,2022-04-15T14:10:25.000Z,22.30468,39.10362
0.04,17.06,2.96,245.733,75.543,270.0,79.63,2022-04-15T14:40:25.000Z,22.3047,39.10358
0.02,20.48,2.4,34.695,77.835,145.923,79.386,2022-04-15T15:10:25.000Z,22.3047,39.10358
0.02,25.6,3.28,320.168,69.298,328.392,79.194,2022-04-15T16:10:25.000Z,22.30473,39.1036
0.02,25.6,11.18,119.814,76.859,116.565,77.312,2022-04-15T16:40:25.000Z,22.3047,39.10363
0.01,3.2,2.6,99.107,75.592,102.171,78.935,2022-04-15T17:40:25.000Z,22.30473,39.10358
0.03,11.36,5.2,230.194,80.719,325.491,80.256,2022-04-15T18:10:25.000Z,22.30472,39.10358
0.03,17.06,4.36,313.282,75.217,340.017,80.096,2022-04-15T18:40:25.000Z,22.30473,39.10358
0.05,25.6,8.64,9.317,75.717,68.791,78.13,2022-04-15T19:40:25.000Z,22.30473,39.10357
0.01,20.48,4.2,141.384,72.523,149.642,77.749,2022-04-15T20:10:25.000Z,22.30473,39.10357
0.06,25.6,10.0,342.265,71.202,350.218,74.975,2022-04-15T20:40:25.000Z,22.3047,39.10358
0.05,25.6,9.46,0.651,77.465,356.055,78.692,2022-04-15T21:10:25.000Z,22.30472,39.10358
0.05,25.6,8.96,16.928,75.099,8.13,77.302,2022-04-15T21:40:25.000Z,22.3047,39.10362
0.05,20.48,9.26,55.981,72.984,80.74,77.249,2022-04-15T22:10:25.000Z,22.3047,39.1036
0.07,25.6,10.38,133.958,76.267,165.217,78.024,2022-04-15T22:40:25.000Z,22.3047,39.10357
0.07,25.6,10.24,131.009,79.812,125.218,79.363,2022-04-15T23:10:25.000Z,22.3047,39.10357
0.04,25.6,6.52,19.25,69.66,9.866,77.242,2022-04-15T23:40:25.000Z,22.30465,39.10357
0.08,25.6,11.86,180.818,75.279,193.841,78.163,2022-04-16T00:10:25.000Z,22.30467,39.10357
0.08,25.6,10.74,216.119,79.194,291.801,79.955,2022-04-16T00:40:25.000Z,22.30467,39.10355
0.04,25.6,5.28,165.763,75.355,157.38,77.878,2022-04-16T01:10:25.000Z,22.30465,39.10355
0.1,20.48,10.92,173.972,74.341,173.202,74.764,2022-04-16T01:40:25.000Z,22.30465,39.10357
0.06,25.6,9.28,18.249,72.907,49.399,80.295,2022-04-16T02:10:25.000Z,22.30465,39.10357
0.07,25.6,10.56,95.711,79.826,74.745,80.576,2022-04-16T02:40:25.000Z,22.30465,39.10357
0.05,25.6,9.7,200.772,77.256,301.827,79.665,2022-04-16T03:10:25.000Z,22.30465,39.10357
0.08,25.6,10.26,155.048,74.473,173.29,78.27,2022-04-16T04:40:25.000Z,22.30465,39.10358
0.08,25.6,11.48,30.964,79.631,87.614,79.103,2022-04-16T05:10:25.000Z,22.30465,39.10358
0.04,17.06,7.22,286.239,76.662,71.565,80.903,2022-04-16T05:40:25.000Z,22.30465,39.1036
0.02,2.84,2.12,180.0,74.293,109.44,80.311,2022-04-16T06:10:25.000Z,22.30465,39.1036
0.02,1.76,2.2,85.272,75.559,162.897,80.488,2022-04-16T06:40:25.000Z,22.30463,39.10358
0.01,14.62,4.34,79.216,79.317,74.846,76.989,2022-04-16T07:10:25.000Z,22.30465,39.10358
0.03,17.06,3.7,109.026,74.708,86.634,77.583,2022-04-16T07:40:25.000Z,22.30467,39.1036
0.04,14.62,4.74,110.225,78.586,71.565,80.4,2022-04-16T08:10:25.000Z,22.30467,39.1036
0.03,9.3,3.84,357.447,74.545,103.57,79.838,2022-04-16T08:40:25.000Z,22.30467,39.10358
0.02,1.26,2.0,337.825,71.437,188.13,80.466,2022-04-16T09:40:25.000Z,22.30467,39.1036
0.05,20.48,3.96,319.399,78.431,275.194,80.149,2022-04-16T10:40:25.000Z,22.30467,39.10358
0.05,25.6,2.68,243.012,76.077,209.539,78.25,2022-04-16T11:10:25.000Z,22.30467,39.1036
0.06,3.64,2.58,93.808,52.88,119.228,77.122,2022-04-16T11:40:25.000Z,22.30467,39.1036
0.07,3.52,2.9,110.11,51.072,105.44,76.593,2022-04-16T12:10:25.000Z,22.30468,39.1036
0.04,17.06,2.18,132.709,75.215,132.138,78.753,2022-04-16T12:40:25.000Z,22.30468,39.10358
0.04,11.36,2.32,90.909,78.493,341.565,79.766,2022-04-16T13:10:25.000Z,22.30468,39.1036
0.03,1.34,1.78,117.42,68.135,347.619,79.349,2022-04-16T13:40:25.000Z,22.30468,39.10362
0.04,1.32,2.08,75.476,72.705,145.376,78.981,2022-04-16T14:10:25.000Z,22.30468,39.10357
0.04,14.62,2.64,75.71,76.574,45.971,79.359,2022-04-16T14:40:25.000Z,22.30473,39.10358
0.05,25.6,3.3,157.054,74.905,107.162,78.159,2022-04-16T15:10:25.000Z,22.30473,39.10358
0.03,25.6,3.66,56.004,76.811,104.349,79.251,2022-04-16T15:40:25.000Z,22.3047,39.10355
0.05,25.6,8.94,158.199,76.192,163.909,78.856,2022-04-16T17:10:25.000Z,22.3047,39.10362
0.01,2.56,2.5,80.776,76.19,310.365,79.982,2022-04-16T18:10:25.000Z,22.3047,39.1036
0.02,8.52,4.44,89.61,74.981,83.089,78.351,2022-04-16T18:40:25.000Z,22.30468,39.1036
0.01,14.62,3.14,328.496,76.587,360.0,80.87,2022-04-16T19:10:25.000Z,22.30468,39.10358
0.02,25.6,4.18,54.866,75.618,65.674,77.791,2022-04-16T19:40:25.000Z,22.30467,39.10358
0.06,25.6,9.74,139.857,76.608,189.293,78.79,2022-04-16T20:10:25.000Z,22.30468,39.10357
0.04,25.6,9.08,349.032,75.646,345.097,75.777,2022-04-16T21:10:25.000Z,22.30468,39.10362
0.05,20.48,8.84,174.92,79.219,142.765,79.775,2022-04-16T21:40:25.000Z,22.30467,39.10362
0.01,25.6,5.24,107.571,78.496,90.0,80.112,2022-04-16T22:40:25.000Z,22.30472,39.10357
0.06,25.6,9.26,31.855,76.075,37.304,77.829,2022-04-16T23:10:25.000Z,22.3047,39.10357
0.06,25.6,9.36,11.046,70.173,340.735,76.586,2022-04-16T23:40:25.000Z,22.30467,39.10355
0.08,25.6,11.58,326.926,66.434,334.117,73.212,2022-04-17T00:10:25.000Z,22.30467,39.10355
0.07,20.48,9.66,158.199,74.123,150.573,79.235,2022-04-17T00:40:25.000Z,22.30465,39.10358
0.08,25.6,10.54,159.199,73.053,156.843,73.531,2022-04-17T01:10:25.000Z,22.30463,39.10358
0.06,25.6,9.92,324.142,75.933,325.389,77.537,2022-04-17T02:10:25.000Z,22.30465,39.10357
0.07,25.6,10.62,299.197,71.174,188.036,77.554,2022-04-17T02:40:25.000Z,22.30468,39.10355
0.06,25.6,8.0,245.12,77.958,251.175,79.166,2022-04-17T03:10:25.000Z,22.30467,39.10355
0.02,25.6,4.38,146.737,69.945,138.652,75.569,2022-04-17T03:40:25.000Z,22.30467,39.10357
0.07,20.48,8.68,38.501,78.77,344.055,80.74,2022-04-17T04:10:25.000Z,22.30465,39.10355
0.13,25.6,14.24,250.894,74.34,228.44,75.721,2022-04-17T04:40:25.000Z,22.30465,39.10355
0.08,25.6,10.54,228.013,79.956,203.199,78.267,2022-04-17T05:10:25.000Z,22.30465,39.10355
0.05,10.24,6.42,270.0,78.739,267.546,78.204,2022-04-17T05:40:25.000Z,22.3047,39.10357
0.02,20.48,4.02,350.327,77.412,4.83,78.156,2022-04-17T06:10:25.000Z,22.3047,39.10355
